Age,Gender,Height_cm,Weight_kg,BMI,Activity_Level,Diet_Type,Fitness_Goal,BMI_Category,Target_Label
41,Male,152.4,60.8,26.18,medium,non-vegetarian,maintain,Overweight,maintain_Overweight
20,Male,161.2,65.2,25.09,high,non-vegetarian,gain,Overweight,gain_Overweight
20,Female,177.8,78.4,24.8,high,non-vegetarian,lose,Normal,lose_Normal
30,Female,153.9,73.7,31.12,medium,vegetarian,maintain,Obese,maintain_Obese
27,Female,170.0,87.1,30.14,high,vegan,maintain,Obese,maintain_Obese
25,Male,180.8,54.8,16.76,high,non-vegetarian,lose,Underweight,lose_Underweight
50,Male,156.9,51.1,20.76,high,non-vegetarian,maintain,Normal,maintain_Normal
21,Male,162.7,77.0,29.09,medium,vegetarian,lose,Overweight,lose_Overweight
34,Female,174.9,68.9,22.52,high,vegan,gain,Normal,gain_Normal
58,Female,161.8,72.3,27.62,medium,vegetarian,lose,Overweight,lose_Overweight
51,Male,156.6,101.3,41.31,high,vegan,lose,Obese,lose_Obese
37,Female,148.9,72.8,32.84,medium,non-vegetarian,gain,Obese,gain_Obese
50,Female,185.2,70.1,20.44,medium,vegetarian,gain,Normal,gain_Normal
35,Female,163.1,64.6,24.28,medium,vegan,lose,Normal,lose_Normal
27,Female,163.2,90.6,34.02,high,vegetarian,lose,Obese,lose_Obese
22,Female,142.9,93.0,45.54,medium,vegan,maintain,Obese,maintain_Obese
32,Female,150.8,66.0,29.02,medium,vegan,gain,Overweight,gain_Overweight
54,Female,160.7,78.8,30.51,medium,vegetarian,gain,Obese,gain_Obese
50,Female,149.0,76.9,34.64,low,vegan,lose,Obese,lose_Obese
32,Female,185.2,49.6,14.46,medium,non-vegetarian,lose,Underweight,lose_Underweight
18,Female,166.9,60.1,21.58,medium,non-vegetarian,gain,Normal,gain_Normal
40,Male,169.3,70.3,24.53,low,vegan,maintain,Normal,maintain_Normal
35,Male,158.6,77.3,30.73,low,non-vegetarian,maintain,Obese,maintain_Obese
31,Female,183.0,67.1,20.04,high,vegan,lose,Normal,lose_Normal
28,Male,172.2,50.6,17.06,low,non-vegetarian,maintain,Underweight,maintain_Underweight
49,Male,155.4,77.1,31.93,high,vegetarian,lose,Obese,lose_Obese
30,Male,179.8,75.3,23.29,high,non-vegetarian,gain,Normal,gain_Normal
44,Male,161.9,70.0,26.71,medium,vegetarian,gain,Overweight,gain_Overweight
27,Female,152.5,79.1,34.01,medium,vegan,lose,Obese,lose_Obese
27,Female,173.8,63.2,20.92,low,vegan,gain,Normal,gain_Normal
51,Female,160.3,74.0,28.8,medium,vegetarian,maintain,Overweight,maintain_Overweight
21,Female,160.6,69.0,26.75,low,vegan,maintain,Overweight,maintain_Overweight
59,Female,186.0,66.3,19.16,medium,vegetarian,maintain,Normal,maintain_Normal
37,Male,161.4,60.3,23.15,medium,vegetarian,maintain,Normal,maintain_Normal
50,Female,172.4,67.3,22.64,low,non-vegetarian,lose,Normal,lose_Normal
58,Female,158.5,89.8,35.75,high,vegetarian,maintain,Obese,maintain_Obese
32,Male,179.2,61.0,19.0,low,vegetarian,gain,Normal,gain_Normal
54,Male,146.3,85.1,39.76,low,vegetarian,lose,Obese,lose_Obese
38,Male,158.2,81.9,32.72,low,vegan,gain,Obese,gain_Obese
27,Male,145.3,83.4,39.5,low,vegetarian,gain,Obese,gain_Obese
45,Female,152.9,81.0,34.65,high,vegan,maintain,Obese,maintain_Obese
54,Male,165.1,55.7,20.43,high,vegan,gain,Normal,gain_Normal
40,Male,160.9,80.3,31.02,high,vegan,maintain,Obese,maintain_Obese
51,Male,166.1,78.8,28.56,high,vegan,lose,Overweight,lose_Overweight
48,Male,184.8,46.5,13.62,medium,vegan,gain,Underweight,gain_Underweight
24,Male,181.2,71.6,21.81,medium,non-vegetarian,gain,Normal,gain_Normal
59,Male,156.0,50.0,20.55,medium,non-vegetarian,gain,Normal,gain_Normal
43,Male,163.1,83.8,31.5,low,non-vegetarian,gain,Obese,gain_Obese
35,Female,163.7,92.7,34.59,medium,vegan,gain,Obese,gain_Obese
38,Male,150.5,69.8,30.82,medium,non-vegetarian,lose,Obese,lose_Obese
59,Female,152.5,75.5,32.46,medium,non-vegetarian,gain,Obese,gain_Obese
45,Female,173.9,63.7,21.06,medium,vegan,gain,Normal,gain_Normal
32,Male,139.0,73.0,37.78,low,vegan,gain,Obese,gain_Obese
33,Male,169.4,76.1,26.52,medium,non-vegetarian,maintain,Overweight,maintain_Overweight
32,Male,177.4,53.9,17.13,high,non-vegetarian,maintain,Underweight,maintain_Underweight
55,Female,171.8,87.9,29.78,medium,non-vegetarian,gain,Overweight,gain_Overweight
20,Male,147.2,74.8,34.52,medium,vegan,gain,Obese,gain_Obese
38,Male,160.0,68.8,26.87,low,non-vegetarian,maintain,Overweight,maintain_Overweight
24,Male,168.5,62.7,22.08,medium,vegan,maintain,Normal,maintain_Normal
42,Male,158.2,70.5,28.17,high,vegan,gain,Overweight,gain_Overweight
50,Female,154.1,53.7,22.61,low,vegetarian,gain,Normal,gain_Normal
41,Male,171.8,52.8,17.89,low,vegan,lose,Underweight,lose_Underweight
24,Male,171.7,76.9,26.08,medium,non-vegetarian,maintain,Overweight,maintain_Overweight
50,Female,147.7,59.8,27.41,medium,vegan,maintain,Overweight,maintain_Overweight
25,Female,176.9,55.3,17.67,medium,vegetarian,gain,Underweight,gain_Underweight
56,Male,160.4,76.9,29.89,high,vegetarian,gain,Overweight,gain_Overweight
45,Male,172.8,66.2,22.17,low,vegetarian,gain,Normal,gain_Normal
49,Female,159.0,91.3,36.11,low,vegetarian,gain,Obese,gain_Obese
36,Female,182.4,84.7,25.46,high,vegan,lose,Overweight,lose_Overweight
36,Male,165.9,57.9,21.04,medium,vegan,gain,Normal,gain_Normal
52,Female,156.7,77.8,31.68,low,vegan,maintain,Obese,maintain_Obese
41,Female,169.2,91.0,31.79,medium,vegetarian,lose,Obese,lose_Obese
19,Female,171.5,47.5,16.15,medium,non-vegetarian,lose,Underweight,lose_Underweight
47,Male,175.5,55.0,17.86,medium,vegetarian,lose,Underweight,lose_Underweight
27,Female,161.2,73.8,28.4,low,vegetarian,maintain,Overweight,maintain_Overweight
18,Female,185.0,116.6,34.07,low,vegan,gain,Obese,gain_Obese
27,Male,171.1,67.3,22.99,high,vegan,gain,Normal,gain_Normal
56,Female,170.3,83.3,28.72,low,non-vegetarian,lose,Overweight,lose_Overweight
52,Male,161.8,96.9,37.01,high,vegetarian,lose,Obese,lose_Obese
52,Female,167.3,77.5,27.69,low,vegetarian,lose,Overweight,lose_Overweight
41,Male,171.7,76.3,25.88,high,vegetarian,gain,Overweight,gain_Overweight
30,Male,173.4,60.7,20.19,low,vegetarian,maintain,Normal,maintain_Normal
48,Male,159.4,53.5,21.06,high,non-vegetarian,gain,Normal,gain_Normal
23,Female,169.4,81.7,28.47,medium,non-vegetarian,lose,Overweight,lose_Overweight
18,Female,169.6,95.1,33.06,high,vegetarian,lose,Obese,lose_Obese
52,Male,164.9,80.0,29.42,high,vegetarian,maintain,Overweight,maintain_Overweight
20,Female,154.1,64.2,27.04,low,non-vegetarian,gain,Overweight,gain_Overweight
59,Male,172.0,82.7,27.95,medium,vegan,maintain,Overweight,maintain_Overweight
48,Female,162.1,68.9,26.22,medium,non-vegetarian,gain,Overweight,gain_Overweight
31,Male,149.8,64.6,28.79,low,non-vegetarian,gain,Overweight,gain_Overweight
34,Female,173.9,78.6,25.99,medium,vegan,maintain,Overweight,maintain_Overweight
46,Male,170.0,70.7,24.46,low,vegan,maintain,Normal,maintain_Normal
21,Female,165.1,60.1,22.05,high,vegetarian,lose,Normal,lose_Normal
37,Male,172.0,76.3,25.79,high,vegetarian,gain,Overweight,gain_Overweight
19,Male,169.9,62.1,21.51,low,non-vegetarian,lose,Normal,lose_Normal
25,Female,143.5,86.5,42.01,medium,vegetarian,lose,Obese,lose_Obese
26,Male,160.2,57.1,22.25,low,non-vegetarian,maintain,Normal,maintain_Normal
56,Female,171.9,64.1,21.69,high,vegan,gain,Normal,gain_Normal
26,Male,175.6,79.3,25.72,medium,vegan,gain,Overweight,gain_Overweight
44,Male,171.8,49.5,16.77,low,vegetarian,lose,Underweight,lose_Underweight
23,Male,177.1,73.9,23.56,high,non-vegetarian,lose,Normal,lose_Normal
24,Male,161.3,72.2,27.75,low,vegetarian,maintain,Overweight,maintain_Overweight
22,Male,147.2,76.1,35.12,medium,vegetarian,gain,Obese,gain_Obese
26,Male,154.7,49.7,20.77,high,non-vegetarian,lose,Normal,lose_Normal
27,Male,149.8,86.7,38.64,high,non-vegetarian,lose,Obese,lose_Obese
32,Female,158.7,93.0,36.93,high,vegan,lose,Obese,lose_Obese
44,Female,159.6,44.4,17.43,high,vegan,maintain,Underweight,maintain_Underweight
57,Male,153.8,88.5,37.41,medium,vegan,gain,Obese,gain_Obese
56,Male,163.4,61.8,23.15,high,vegetarian,lose,Normal,lose_Normal
23,Male,166.6,77.5,27.92,medium,vegan,lose,Overweight,lose_Overweight
43,Female,176.2,91.7,29.54,high,non-vegetarian,maintain,Overweight,maintain_Overweight
58,Female,161.4,50.1,19.23,low,vegan,gain,Normal,gain_Normal
25,Male,160.9,73.9,28.55,medium,vegetarian,lose,Overweight,lose_Overweight
58,Male,155.4,55.6,23.02,high,vegetarian,maintain,Normal,maintain_Normal
52,Male,168.4,69.3,24.44,low,non-vegetarian,maintain,Normal,maintain_Normal
56,Female,165.3,58.6,21.45,low,vegetarian,lose,Normal,lose_Normal
43,Female,162.7,56.1,21.19,high,vegetarian,lose,Normal,lose_Normal
40,Male,173.9,85.5,28.27,high,non-vegetarian,gain,Overweight,gain_Overweight
31,Male,146.5,56.1,26.14,high,vegan,maintain,Overweight,maintain_Overweight
47,Female,150.0,60.2,26.76,low,vegetarian,lose,Overweight,lose_Overweight
50,Female,164.2,48.3,17.91,medium,vegan,lose,Underweight,lose_Underweight
31,Male,155.8,54.9,22.62,medium,vegetarian,lose,Normal,lose_Normal
41,Male,167.1,71.0,25.43,low,vegan,gain,Overweight,gain_Overweight
26,Male,157.8,72.7,29.2,low,vegan,gain,Overweight,gain_Overweight
41,Female,159.5,65.9,25.9,medium,vegan,gain,Overweight,gain_Overweight
29,Female,181.7,90.1,27.29,medium,non-vegetarian,gain,Overweight,gain_Overweight
31,Male,152.0,82.4,35.66,medium,non-vegetarian,lose,Obese,lose_Obese
33,Female,173.1,52.8,17.62,medium,vegetarian,maintain,Underweight,maintain_Underweight
23,Female,173.2,93.1,31.04,high,vegetarian,maintain,Obese,maintain_Obese
23,Female,153.8,56.2,23.76,high,non-vegetarian,gain,Normal,gain_Normal
55,Female,175.2,74.1,24.14,low,vegan,lose,Normal,lose_Normal
32,Male,170.5,75.1,25.83,low,vegetarian,maintain,Overweight,maintain_Overweight
25,Male,168.9,50.1,17.56,low,vegan,maintain,Underweight,maintain_Underweight
53,Male,175.5,87.5,28.41,medium,non-vegetarian,gain,Overweight,gain_Overweight
27,Male,162.7,69.3,26.18,medium,vegan,gain,Overweight,gain_Overweight
59,Female,149.7,77.7,34.67,medium,vegetarian,lose,Obese,lose_Obese
40,Male,170.7,69.1,23.71,low,vegan,maintain,Normal,maintain_Normal
19,Male,176.2,65.0,20.94,medium,non-vegetarian,gain,Normal,gain_Normal
30,Male,170.6,54.7,18.79,high,vegetarian,maintain,Normal,maintain_Normal
51,Female,164.8,67.4,24.82,medium,vegetarian,maintain,Normal,maintain_Normal
45,Female,167.3,64.5,23.04,medium,non-vegetarian,lose,Normal,lose_Normal
24,Male,163.7,82.4,30.75,medium,vegetarian,gain,Obese,gain_Obese
54,Female,160.6,45.9,17.8,medium,vegetarian,maintain,Underweight,maintain_Underweight
51,Male,182.5,90.7,27.23,high,vegan,lose,Overweight,lose_Overweight
49,Female,152.1,80.3,34.71,low,vegetarian,maintain,Obese,maintain_Obese
28,Female,160.0,74.0,28.91,high,vegan,maintain,Overweight,maintain_Overweight
54,Female,167.9,66.5,23.59,medium,vegetarian,lose,Normal,lose_Normal
40,Male,157.2,59.6,24.12,high,non-vegetarian,gain,Normal,gain_Normal
57,Male,155.8,57.5,23.69,low,vegetarian,lose,Normal,lose_Normal
55,Male,164.3,59.3,21.97,high,non-vegetarian,lose,Normal,lose_Normal
20,Female,171.8,92.3,31.27,medium,vegetarian,maintain,Obese,maintain_Obese
59,Male,159.2,73.6,29.04,medium,vegetarian,lose,Overweight,lose_Overweight
31,Male,170.0,77.1,26.68,high,vegan,gain,Overweight,gain_Overweight
52,Female,165.8,81.1,29.5,high,vegetarian,gain,Overweight,gain_Overweight
23,Male,169.8,51.4,17.83,low,non-vegetarian,lose,Underweight,lose_Underweight
23,Female,173.7,83.3,27.61,high,vegan,maintain,Overweight,maintain_Overweight
36,Female,157.4,70.6,28.5,medium,vegan,gain,Overweight,gain_Overweight
36,Male,171.8,66.9,22.67,low,vegetarian,maintain,Normal,maintain_Normal
21,Female,175.7,105.5,34.18,high,non-vegetarian,maintain,Obese,maintain_Obese
55,Female,157.1,49.3,19.98,medium,vegan,lose,Normal,lose_Normal
41,Female,168.0,80.8,28.63,high,vegetarian,maintain,Overweight,maintain_Overweight
28,Male,162.7,91.8,34.68,low,vegan,lose,Obese,lose_Obese
36,Female,151.6,80.4,34.98,low,non-vegetarian,gain,Obese,gain_Obese
31,Female,158.9,95.8,37.94,low,non-vegetarian,gain,Obese,gain_Obese
31,Female,184.9,58.5,17.11,medium,vegan,lose,Underweight,lose_Underweight
53,Male,159.5,82.9,32.59,low,vegan,maintain,Obese,maintain_Obese
55,Male,161.1,69.3,26.7,high,non-vegetarian,lose,Overweight,lose_Overweight
33,Female,165.3,41.2,15.08,medium,vegan,maintain,Underweight,maintain_Underweight
18,Female,164.9,59.7,21.95,medium,vegan,gain,Normal,gain_Normal
22,Female,160.1,91.7,35.78,low,non-vegetarian,lose,Obese,lose_Obese
50,Female,152.4,82.2,35.39,low,vegan,gain,Obese,gain_Obese
54,Female,162.2,65.8,25.01,low,vegetarian,gain,Overweight,gain_Overweight
50,Male,172.9,75.1,25.12,high,vegan,lose,Overweight,lose_Overweight
48,Female,170.7,84.5,29.0,low,vegan,maintain,Overweight,maintain_Overweight
54,Male,161.7,60.8,23.25,medium,vegan,gain,Normal,gain_Normal
37,Female,154.1,57.6,24.26,high,vegan,maintain,Normal,maintain_Normal
30,Male,194.5,88.7,23.45,medium,vegan,lose,Normal,lose_Normal
45,Male,151.5,50.2,21.87,low,vegan,lose,Normal,lose_Normal
45,Female,169.8,78.2,27.12,high,vegan,lose,Overweight,lose_Overweight
39,Female,170.5,66.2,22.77,high,vegetarian,gain,Normal,gain_Normal
18,Female,163.7,74.9,27.95,medium,vegan,gain,Overweight,gain_Overweight
34,Male,165.9,36.7,13.33,medium,vegan,gain,Underweight,gain_Underweight
19,Male,162.7,57.2,21.61,low,vegan,gain,Normal,gain_Normal
41,Male,166.8,114.8,41.26,medium,vegetarian,maintain,Obese,maintain_Obese
33,Female,168.7,65.3,22.94,low,non-vegetarian,lose,Normal,lose_Normal
24,Male,174.2,77.2,25.44,high,vegetarian,gain,Overweight,gain_Overweight
51,Female,169.2,79.1,27.63,low,vegan,gain,Overweight,gain_Overweight
58,Female,185.6,53.0,15.39,low,vegan,lose,Underweight,lose_Underweight
21,Female,169.7,56.1,19.48,medium,vegetarian,gain,Normal,gain_Normal
26,Female,170.6,56.2,19.31,high,vegan,gain,Normal,gain_Normal
54,Male,160.8,65.6,25.37,low,vegan,maintain,Overweight,maintain_Overweight
55,Female,174.8,83.8,27.43,low,vegetarian,gain,Overweight,gain_Overweight
49,Male,152.5,70.8,30.44,high,vegan,gain,Obese,gain_Obese
23,Female,157.9,51.1,20.5,high,non-vegetarian,maintain,Normal,maintain_Normal
42,Male,162.8,65.4,24.68,high,non-vegetarian,lose,Normal,lose_Normal
20,Male,189.3,76.5,21.35,high,vegetarian,gain,Normal,gain_Normal
37,Male,151.2,61.5,26.9,low,vegetarian,maintain,Overweight,maintain_Overweight
33,Female,175.2,101.3,33.0,high,vegan,gain,Obese,gain_Obese
22,Female,149.1,41.8,18.8,low,vegetarian,maintain,Normal,maintain_Normal
27,Male,183.7,75.8,22.46,medium,vegetarian,maintain,Normal,maintain_Normal
31,Female,156.3,78.0,31.93,low,vegetarian,lose,Obese,lose_Obese
36,Male,138.6,70.1,36.49,medium,vegetarian,gain,Obese,gain_Obese
32,Female,168.3,83.9,29.62,high,vegetarian,maintain,Overweight,maintain_Overweight
25,Male,154.9,71.3,29.72,low,vegetarian,gain,Overweight,gain_Overweight
50,Male,155.7,73.8,30.44,low,vegetarian,gain,Obese,gain_Obese
31,Male,156.0,63.9,26.26,high,vegetarian,gain,Overweight,gain_Overweight
29,Male,155.0,79.8,33.22,low,vegan,gain,Obese,gain_Obese
56,Female,173.6,66.5,22.07,medium,non-vegetarian,maintain,Normal,maintain_Normal
33,Female,165.4,48.3,17.66,high,vegetarian,gain,Underweight,gain_Underweight
20,Male,162.0,69.2,26.37,low,vegetarian,gain,Overweight,gain_Overweight
41,Female,191.2,53.3,14.58,high,vegetarian,lose,Underweight,lose_Underweight
18,Female,179.6,85.0,26.35,high,vegan,maintain,Overweight,maintain_Overweight
29,Female,167.8,96.4,34.24,medium,vegetarian,lose,Obese,lose_Obese
36,Female,168.7,75.8,26.63,high,vegan,maintain,Overweight,maintain_Overweight
42,Male,164.5,88.4,32.67,high,non-vegetarian,maintain,Obese,maintain_Obese
58,Male,176.0,60.6,19.56,medium,vegetarian,gain,Normal,gain_Normal
19,Male,151.8,67.0,29.08,low,vegetarian,maintain,Overweight,maintain_Overweight
58,Male,157.0,69.0,27.99,low,vegan,lose,Overweight,lose_Overweight
27,Female,177.4,63.1,20.05,high,vegetarian,gain,Normal,gain_Normal
29,Male,164.6,70.9,26.17,medium,vegetarian,gain,Overweight,gain_Overweight
43,Female,173.5,36.3,12.06,low,non-vegetarian,lose,Underweight,lose_Underweight
19,Female,158.9,73.2,28.99,low,non-vegetarian,maintain,Overweight,maintain_Overweight
41,Female,177.0,62.6,19.98,medium,non-vegetarian,maintain,Normal,maintain_Normal
23,Female,146.2,79.3,37.1,medium,vegan,lose,Obese,lose_Obese
47,Female,158.6,52.2,20.75,medium,vegan,lose,Normal,lose_Normal
36,Female,158.8,67.2,26.65,low,vegan,gain,Overweight,gain_Overweight
50,Male,159.0,36.9,14.6,low,non-vegetarian,gain,Underweight,gain_Underweight
30,Female,174.0,89.1,29.43,medium,non-vegetarian,gain,Overweight,gain_Overweight
33,Male,171.5,52.9,17.99,high,vegan,lose,Underweight,lose_Underweight
29,Male,163.0,69.9,26.31,low,vegetarian,gain,Overweight,gain_Overweight
40,Male,171.0,80.0,27.36,medium,vegetarian,maintain,Overweight,maintain_Overweight
30,Male,157.7,71.2,28.63,low,vegan,maintain,Overweight,maintain_Overweight
25,Male,169.6,91.8,31.91,high,vegetarian,maintain,Obese,maintain_Obese
46,Male,172.0,81.8,27.65,medium,non-vegetarian,maintain,Overweight,maintain_Overweight
41,Female,165.8,91.2,33.18,medium,non-vegetarian,maintain,Obese,maintain_Obese
50,Female,169.1,57.1,19.97,high,vegetarian,gain,Normal,gain_Normal
38,Female,179.0,80.5,25.12,high,non-vegetarian,gain,Overweight,gain_Overweight
45,Male,160.6,62.8,24.35,high,vegan,gain,Normal,gain_Normal
24,Female,168.0,76.9,27.25,low,vegan,maintain,Overweight,maintain_Overweight
34,Male,167.0,74.7,26.78,high,vegetarian,gain,Overweight,gain_Overweight
39,Male,182.0,86.1,25.99,medium,vegetarian,maintain,Overweight,maintain_Overweight
55,Male,166.9,84.1,30.19,medium,vegan,maintain,Obese,maintain_Obese
31,Female,154.7,76.0,31.76,low,non-vegetarian,lose,Obese,lose_Obese
19,Female,183.1,66.7,19.9,low,vegan,gain,Normal,gain_Normal
34,Female,156.5,60.2,24.58,high,vegan,maintain,Normal,maintain_Normal
19,Male,154.1,58.2,24.51,medium,vegan,gain,Normal,gain_Normal
52,Male,161.3,48.9,18.79,high,vegetarian,gain,Normal,gain_Normal
29,Female,165.2,83.5,30.6,low,vegetarian,maintain,Obese,maintain_Obese
43,Male,155.9,92.8,38.18,low,vegetarian,lose,Obese,lose_Obese
43,Male,170.1,85.5,29.55,high,vegan,gain,Overweight,gain_Overweight
30,Female,158.4,82.8,33.0,medium,vegetarian,maintain,Obese,maintain_Obese
57,Male,154.1,83.4,35.12,medium,vegetarian,lose,Obese,lose_Obese
43,Female,166.7,78.3,28.18,low,vegetarian,gain,Overweight,gain_Overweight
25,Female,153.2,56.6,24.12,medium,vegan,gain,Normal,gain_Normal
31,Female,171.0,55.8,19.08,high,vegetarian,lose,Normal,lose_Normal
22,Female,169.6,49.5,17.21,low,vegan,gain,Underweight,gain_Underweight
36,Female,173.5,51.5,17.11,low,vegan,gain,Underweight,gain_Underweight
44,Male,170.5,79.4,27.31,medium,vegetarian,lose,Overweight,lose_Overweight
31,Male,158.0,78.7,31.53,high,vegetarian,maintain,Obese,maintain_Obese
24,Male,167.6,61.9,22.04,high,non-vegetarian,maintain,Normal,maintain_Normal
48,Male,154.9,40.6,16.92,high,vegan,gain,Underweight,gain_Underweight
37,Female,168.5,46.5,16.38,low,vegan,gain,Underweight,gain_Underweight
29,Male,166.0,66.0,23.95,high,vegetarian,lose,Normal,lose_Normal
27,Female,171.8,65.5,22.19,low,vegan,gain,Normal,gain_Normal
58,Female,161.7,81.0,30.98,low,non-vegetarian,maintain,Obese,maintain_Obese
46,Male,168.4,74.7,26.34,low,vegan,lose,Overweight,lose_Overweight
29,Male,169.7,47.0,16.32,low,vegetarian,maintain,Underweight,maintain_Underweight
32,Female,172.6,79.2,26.59,high,non-vegetarian,gain,Overweight,gain_Overweight
59,Male,154.8,66.3,27.67,medium,vegetarian,lose,Overweight,lose_Overweight
23,Female,164.6,68.0,25.1,high,non-vegetarian,lose,Overweight,lose_Overweight
31,Male,168.3,91.5,32.3,low,vegan,lose,Obese,lose_Obese
53,Male,175.8,50.3,16.28,high,non-vegetarian,gain,Underweight,gain_Underweight
42,Male,171.2,89.9,30.67,low,vegan,gain,Obese,gain_Obese
19,Female,168.9,86.4,30.29,medium,vegan,gain,Obese,gain_Obese
59,Female,185.1,85.4,24.93,low,vegetarian,gain,Normal,gain_Normal
53,Male,167.5,85.7,30.55,high,non-vegetarian,gain,Obese,gain_Obese
21,Male,166.4,70.4,25.43,low,vegan,maintain,Overweight,maintain_Overweight
55,Male,161.5,93.5,35.85,medium,vegan,lose,Obese,lose_Obese
20,Male,156.8,93.0,37.83,low,vegan,maintain,Obese,maintain_Obese
26,Female,170.0,49.0,16.96,medium,vegan,gain,Underweight,gain_Underweight
46,Male,168.7,38.5,13.53,low,vegetarian,maintain,Underweight,maintain_Underweight
28,Female,171.3,83.3,28.39,high,non-vegetarian,lose,Overweight,lose_Overweight
53,Female,159.1,71.9,28.4,low,non-vegetarian,maintain,Overweight,maintain_Overweight
27,Male,184.5,62.4,18.33,low,non-vegetarian,lose,Underweight,lose_Underweight
43,Female,154.4,92.2,38.68,low,vegan,maintain,Obese,maintain_Obese
29,Male,184.6,70.1,20.57,medium,non-vegetarian,maintain,Normal,maintain_Normal
50,Male,175.1,90.1,29.39,low,vegetarian,gain,Overweight,gain_Overweight
58,Female,157.6,62.7,25.24,low,non-vegetarian,gain,Overweight,gain_Overweight
30,Female,177.3,95.3,30.32,low,non-vegetarian,maintain,Obese,maintain_Obese
42,Male,170.6,56.8,19.52,high,non-vegetarian,maintain,Normal,maintain_Normal
22,Male,184.9,62.0,18.14,high,non-vegetarian,lose,Underweight,lose_Underweight
